y,square_meters,condominium_fees,is_available,energy_efficiency_class_encoded,conditions_encoded,floor_num,elevator_sign,floor_effect,num_bedrooms,num_other_rooms,num_bathrooms,kitchen_open,kitchen_diner,kitchen_nook,kitchen_semi,kitchenette,kitchen_none,suitable_disabled,furnished,security door,centralized tv system,optic fiber,window_double_glass,balcony,full day concierge,video entryphone,window_pvc,closet,electric gate,shared garden,window_wood,window_metal,half-day concierge,cellar,terrace,partially furnished,alarm system,kitchen,only kitchen furnished,single tv system,window_triple_glass,exposure_south,exposure_east,private garden,exposure_west,reception,exposure_north,attic,fireplace,tv system with satellite dish,hydromassage,pool,tavern,private and shared garden,tennis court,zone_encoded,zone_rent_per_sqm,contract_rent,contract_rent | 3+2,contract_rent | 4+4,contract_rent | 6+6,contract_rent | open,contract_rent | students (6 - 36 months),contract_rent | transitory,distance_to_duomo_km,bathrooms_x_bedrooms,zone_x_sqm
3800,234,800.0,1,4,1,3.0,1,3.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997.12,23.33974307712671,False,False,True,False,False,False,False,3.227585389255941,12.0,467326.07999999996
1100,51,100.0,0,1,1,3.0,1,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.764705882353,23.51333048309292,False,False,False,False,True,False,False,2.9609867769436526,1.0,63075.0
1300,50,200.0,0,3,1,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.5301204819275,30.191447011261396,False,False,True,False,False,False,False,2.511646464526937,1.0,106876.50602409638
2650,102,150.0,0,1,1,1.0,1,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108.5862068965516,27.75498193870298,True,False,False,False,False,False,False,1.1857353550199095,3.0,215075.79310344826
1100,30,0.0,0,5,1,1.0,-1,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.357142857143,23.99867997918344,False,False,False,False,False,False,True,2.6716009766655633,1.0,42160.71428571429
1680,65,120.0,1,5,2,3.0,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.2894736842106,29.239906384610276,False,False,True,False,False,False,False,2.2859465672882653,1.0,128263.8157894737
1640,57,132.0,0,1,1,0.5,1,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916.0444444444445,22.567525211006718,False,False,True,False,False,False,False,3.1856596997750732,1.0,109214.53333333334
700,50,0.0,1,6,1,3.0,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.5555555555555,15.49927591788057,False,False,False,False,True,False,False,8.057833483428752,1.0,49277.777777777774
1500,60,100.0,0,7,1,3.0,-1,-3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.3207547169811,26.27931869403935,False,False,True,False,False,False,False,3.218732546820899,1.0,92479.24528301887
4910,151,1000.0,1,7,1,2.0,1,2.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375.2906976744184,36.959755336005216,False,False,True,False,False,False,False,0.8147745687631124,9.0,509668.8953488372
2300,60,0.0,0,5,1,1.0,-1,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954.2045454545455,25.803913619673015,False,False,False,False,False,False,True,1.9453910924466717,1.0,117252.27272727274
1250,40,100.0,1,3,1,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1871.0625,30.33870126672456,True,False,False,False,False,False,False,3.1296375171132125,1.0,74842.5
2750,85,200.0,1,1,1,1.0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675.4761904761904,32.64587299760649,False,False,True,False,False,False,False,1.762603435947802,2.0,227415.47619047618
1700,100,150.0,1,1,0,4.0,1,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867.0,24.252576863899044,True,False,False,False,False,False,False,3.4841925831239084,4.0,186700.0
2200,100,350.0,1,7,2,3.0,1,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.7377049180327,29.144264018880026,True,False,False,False,False,False,False,2.1591575425491287,2.0,163073.77049180327
1100,55,100.0,1,5,1,2.0,1,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.734693877551,20.047596352181706,False,False,True,False,False,False,False,6.40116601734907,1.0,66865.40816326531
4000,120,458.0,1,7,2,1.0,1,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866.6666666666665,38.007493303374964,False,False,True,False,False,False,False,2.3305692730495804,4.0,464000.0
1500,70,100.0,1,2,2,0.0,-1,-0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.3333333333333,24.362488007860513,True,False,False,False,False,False,False,5.712027752538011,2.0,79893.33333333333
1300,65,150.0,1,3,1,4.0,1,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.6521739130435,21.18860780880229,False,False,True,False,False,False,False,4.746087957220226,1.0,76417.39130434782
1280,65,120.0,0,1,1,5.0,1,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916.0444444444445,22.567525211006718,False,False,True,False,False,False,False,3.1856596997750732,1.0,124542.88888888889
2000,56,200.0,1,5,1,2.0,1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548.92,39.06446022969868,False,False,False,False,False,False,True,0.8391410246696467,1.0,142739.52000000002
2000,100,350.0,1,2,0,1.0,-1,-1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.8367346938776,27.110507119529956,False,False,True,False,False,False,False,10.223762577336979,4.0,200183.67346938775
1200,50,150.0,0,7,1,1.0,-1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.3333333333333,20.18181109084999,False,False,False,False,False,False,True,5.272840716397984,1.0,67916.66666666666
3300,70,0.0,0,5,1,3.0,-1,-3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214.5333333333333,28.216772874105132,False,False,False,False,False,False,True,9.8001088606592,2.0,155017.33333333334
4500,50,0.0,0,5,1,2.0,-1,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375.2906976744184,36.959755336005216,False,False,False,False,False,False,True,0.8147745687631124,1.0,168764.53488372092
4500,153,400.0,1,2,0,2.0,1,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941.6666666666665,38.88401737506597,False,False,True,False,False,False,False,0.37502451724616565,4.0,603075.0
1300,50,135.0,1,7,0,4.0,1,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010.4444444444443,26.23775162249206,True,False,False,False,False,False,False,11.949464557437212,1.0,100522.22222222222
2800,90,150.0,1,1,1,6.0,1,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2844.2982456140353,35.69317113024806,False,False,True,False,False,False,False,1.498318026914719,4.0,255986.84210526317
950,58,80.0,1,7,1,0.0,-1,-0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.357142857143,17.850202478183366,False,False,False,False,False,False,True,6.891543656791479,2.0,65850.71428571429
1500,55,0.0,0,5,1,1.0,-1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.031746031746,30.678384683954672,False,False,False,False,False,False,True,1.2987870870458287,1.0,111376.74603174604
1100,50,200.0,1,2,1,0.0,-1,-0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.4444444444443,21.81603924239641,False,False,False,False,False,False,True,3.721750550905226,2.0,59372.22222222222
1700,66,200.0,1,3,1,6.0,1,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.6363636363635,32.66674599500406,True,False,False,False,False,False,False,0.4743299375117776,1.0,193884.0
3160,140,415.0,0,2,1,5.0,1,5.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057.464285714286,28.623442916122148,False,False,True,False,False,False,False,1.5921770614011335,8.0,288045.0
1250,45,150.0,1,4,2,2.0,-1,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.3157894736842,28.714740711644737,False,False,True,False,False,False,False,3.1624549262635413,1.0,70934.21052631579
1850,55,0.0,1,6,2,3.0,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.3207547169811,26.27931869403935,False,False,False,False,False,False,True,3.218732546820899,1.0,84772.64150943396
2000,65,250.0,1,2,1,5.0,1,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.7674418604652,27.008401154101623,False,False,True,False,False,False,False,2.3321170644127216,2.0,131284.88372093023
1650,110,350.0,1,3,1,3.0,1,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1081.2121212121212,18.970262090044734,True,False,False,False,False,False,False,4.805586003272986,4.0,118933.33333333334
1490,65,250.0,0,3,1,6.0,1,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1854.4366197183099,24.231225577895664,False,False,False,False,False,False,True,2.6557791352934457,1.0,120538.38028169014
900,55,250.0,1,2,1,1.0,-1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057.464285714286,28.623442916122148,False,False,False,False,False,True,False,1.5921770614011335,1.0,113160.53571428572
2500,105,335.0,1,3,0,5.0,1,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715.568181818182,32.15979179783613,False,False,True,False,False,False,False,1.5187294860380303,2.0,285134.6590909091
1300,80,100.0,1,5,2,2.0,1,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.0,18.697026657552975,True,False,False,False,False,False,False,5.827642280276807,2.0,81600.0
2500,50,0.0,0,5,1,1.0,-1,-1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.967741935484,28.982881770541894,False,False,False,False,False,False,True,1.6298210515797342,2.0,91098.3870967742
3750,150,416.0,0,3,0,5.0,1,5.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548.92,39.06446022969868,False,False,True,False,False,False,False,0.8391410246696467,6.0,382338.0
4000,220,625.0,0,3,0,2.0,1,2.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051.173076923077,25.500198159028706,False,False,True,False,False,False,False,3.592586207669462,12.0,451258.076923077
3200,170,100.0,1,3,1,0.5,1,0.5,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.2142857142858,29.64732980788475,False,False,True,False,False,False,False,2.827368847374255,6.0,331706.4285714286
1400,65,100.0,1,7,1,2.0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1444.4444444444443,20.742389014419665,True,False,False,False,False,False,False,7.06386254284132,1.0,93888.88888888888
1500,40,58.0,0,1,0,5.0,1,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367.841269841269,50.585275627057094,False,False,True,False,False,False,False,0.05976413412946345,1.0,214713.65079365077
1833,76,150.0,1,1,1,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916.0444444444445,22.567525211006718,False,False,False,False,True,False,False,3.1856596997750732,1.0,145619.3777777778
1950,65,0.0,0,5,1,6.0,-1,-6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.8,22.545210229358666,False,False,False,False,False,False,True,5.818446575947904,2.0,83577.0
1200,45,100.0,1,1,1,2.0,-1,-2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176.75,17.3602898255166,False,False,False,False,False,False,True,5.187835148139964,1.0,52953.75
1666,85,333.0,1,3,1,1.0,1,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.4366197183099,24.231225577895664,False,False,True,False,False,False,False,2.6557791352934457,4.0,157627.11267605633
1050,40,100.0,1,7,1,3.0,1,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.2173913043478,25.80939313157167,False,False,True,False,False,False,False,4.176671825169803,1.0,49408.69565217391
2550,55,0.0,0,5,1,1.0,-1,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2693.909090909091,36.53600288717938,False,False,False,False,False,False,True,1.4150285574884496,1.0,148165.0
3500,135,334.0,0,4,1,4.0,1,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.6363636363635,32.66674599500406,True,False,False,False,False,False,False,0.4743299375117776,4.0,396580.90909090906
1000,45,250.0,1,4,0,2.0,1,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570.8222222222223,23.833933735801963,False,False,True,False,False,False,False,3.964586256813657,1.0,70687.0
1400,52,200.0,0,1,0,3.0,1,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051.173076923077,25.500198159028706,False,False,False,False,False,False,True,3.592586207669462,1.0,106661.00000000001
1500,60,0.0,0,3,1,1.0,-1,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064.095238095238,29.214438064471135,True,False,False,False,False,False,False,2.3499863414412605,1.0,123845.71428571429
2000,53,150.0,1,7,2,5.0,1,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1854.4366197183099,24.231225577895664,False,False,True,False,False,False,False,2.6557791352934457,1.0,98285.14084507042
2300,50,0.0,0,5,1,1.0,-1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.6640625,24.409581328684194,False,False,False,False,False,False,True,3.2459250198720353,1.0,80433.203125
4000,161,170.0,1,6,1,3.0,1,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3941.6666666666665,38.88401737506597,False,False,True,False,False,False,False,0.37502451724616565,6.0,634608.3333333333
1200,71,100.0,1,1,0,1.0,-1,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098.0,29.92702530922463,False,False,True,False,False,False,False,1.6366553210947832,1.0,148958.0
1920,60,65.0,1,5,1,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871.0625,30.33870126672456,False,False,False,False,True,False,False,3.1296375171132125,1.0,112263.75
1850,121,450.0,1,1,0,1.0,1,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649.3461538461538,23.131493006940314,False,False,True,False,False,False,False,3.2745502363024834,4.0,199570.88461538462
2833,150,633.0,1,1,0,2.0,1,2.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.4366197183099,24.231225577895664,False,False,True,False,False,False,False,2.6557791352934457,12.0,278165.4929577465
1300,45,150.0,1,7,2,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066.6666666666667,22.10802723057625,False,False,True,False,False,False,False,4.6696725928090395,1.0,48000.0
3500,170,350.0,1,3,0,6.0,1,6.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1608.6640625,24.409581328684194,False,False,True,False,False,False,False,3.2459250198720353,8.0,273472.890625
800,40,150.0,0,1,0,6.0,1,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.3207547169811,26.27931869403935,False,False,False,False,False,False,True,3.218732546820899,1.0,61652.83018867925
1400,70,200.0,1,3,1,2.0,-1,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.969696969697,23.14917083706016,False,False,True,False,False,False,False,3.306440905886116,1.0,98067.87878787878
950,57,100.0,1,5,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1444.4444444444443,20.742389014419665,True,False,False,False,False,False,False,7.06386254284132,1.0,82333.33333333333
2000,55,100.0,0,7,1,2.0,-1,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.2142857142858,29.64732980788475,False,False,False,False,False,False,True,2.827368847374255,1.0,107316.78571428572
3200,90,0.0,0,5,1,2.0,-1,-2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.7377049180327,29.144264018880026,False,False,False,False,False,False,True,2.1591575425491287,4.0,146766.39344262294
